dukes_name,gppd_idnr,repd_name,capacity_mw,latitude,longitude,fuel1,owner,source,url,geolocation_source
Muirhall Extension,GBR0003873,,6.8,55.7584,-3.6055,Wind,Muirhall Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Muirhall South,GBR0004281,,8.3,55.7584,-3.6055,Wind,Muirhall Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Mullardoch Tunnel,GBR0000467,,2.4,57.3387,-4.9449,Hydro,Scottish and Southern Energy (SSE),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Munceys Farm,GBR0002249,,31.6,52.0649,0.011,Solar,Lightsource Renewable Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Mynydd Brombil,GBR1000339,,8,,,Wind,REG Windpower Ltd,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Mynydd Brombil Wind Farm,GBR0004193,,8,51.583,-3.7457,Wind,REG Windpower,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Mynydd Bwllfa Wind Farm - Resubmission,GBR0003705,,22.5,51.7147,-3.5098,Wind,Pennant Walters,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Mynydd Clogau Wind Farm,GBR0004684,,14.5,52.5784,-3.4285,Wind,Renewable Energy Systems (RES),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Mynydd Gorddu Wind Farm,GBR0002559,,10.2,52.4663,-3.971,Wind,Cynllun Trydan Gwynt,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Mynydd Portref,GBR0003931,,9.4,51.5564,-3.4597,Wind,FIM Services,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Mynydd Portref,GBR1000340,,9.35,,,Wind,REG Windpower Ltd,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Mynydd Portref Wind Farm extension,GBR0004194,,12,51.5604,-3.4496,Wind,REG Windpower,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Mynydd Y Gwrhyd Windfarm (resubmission),GBR0003896,,4.7,51.7784,-3.8472,Wind,Awel Aman Tawe,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Mynydd y Betws,GBR0004061,,34.5,51.7728,-3.929,Wind,ESB (Cambrian Renewable Energy Ltd / Betws Common Holdings Ltd),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Myres Hill,GBR0003090,,1.8,55.6919,-4.279,Wind,National Energy Laboratories (NEL),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Myreton Crossroads,GBR0003804,,1.6,57.599,-2.8425,Wind,Seren Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
NEILSTON WIND FARM,GBR0003857,,9.2,55.7541,-4.4667,Wind,Renewables Infrastructure Group,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
NEWNTON DAIRY FARM,GBR0001304,,7.2,51.6265,-2.113,Solar,Anesco,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
NI Cluster Hillside,GBR1000285,,5.39904,,,Solar,Lightsource,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
NI Cluster Knockairn Road,GBR1000286,,5.39847,,,Solar,Lightsource,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
NI Cluster Lough Road,GBR1000287,,5.39904,,,Solar,Lightsource,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
NI Cluster Moira Road,GBR1000288,,5.93712,,,Solar,Lightsource,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
NOTTINGTON LANE SOLAR FARM,GBR0001090,,5,50.6433,-2.5063,Solar,PS Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Nancrossa Farm solar park,GBR0002126,,6,50.1601,-5.1833,Solar,Second Solar Project,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Nant,GBR1000403,,15,55.9846,-4.821,Hydro,Scottish and Southern: Hydro Schemes - Sloy/Awe,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,CARMA
Nant y Caws Landfill Site,GBR0000607,,1.4,51.8369,-4.2192,Waste,NOVERA,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Nanteague Farm,GBR0001754,,7.7,50.3062,-5.0951,Solar,British Solar Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Nanterrow Farm,GBR0001020,,4.7,50.2179,-5.3681,Solar,Low carbon Solar Partners,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Nanthenfoel Farms,GBR0005540,,5,52.1511,-4.1352,Solar,Anesco,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Narborough Landfill,GBR0000711,,2.7,52.5728,-1.2268,Waste,SITA UK,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Nash Waste Water Treatment Works Turbine,GBR0003887,,2.5,51.5511,-2.9591,Wind,Welsh Water,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Natewood Farm,GBR0002043,,8.9,50.845,0.2357,Solar,Haymaker Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
National Offshore Wind Turbine Test Facility (NOWTTF),GBR1000449,,13.2,,,Wind,Scottish and Southern: Wind,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
National Wind Turbine Test Site,GBR0003093,,4.7,55.6907,-4.2844,Wind,NEL  East Kilbride  Glasgow G75 0QU,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Nectar Way Regional Distribution Centre,GBR0005596,,1,52.22,-0.9617,Solar,Sainsburys,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Nefyn (Tyddyn Cae),GBR1000284,,4.92154,,,Solar,Lightsource,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Ness point Wind Turbine 1,GBR0003105,,2.3,52.4804,1.761,Wind,SLP Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Nether Mill Farm (resubmission),GBR0001303,,3.1,50.8993,-3.3952,Solar,AEE Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Netherfield Lane,GBR0002271,,19.7,53.2311,-1.0914,Solar,Lightsource Renewable Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Netherton of Windyhills,GBR0003691,,4.6,57.6027,-2.8559,Wind,Strathdee Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
"Netley Landfill Site, Hampshire (Extension)",GBR0000800,,1.2,50.8894,-1.3374,Waste,Hampshire Waste Services/ ONYX / Power Plant Services,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Nevis Range,GBR0000496,,1.1,56.847,-4.9453,Hydro,Nevis Range Development Company,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
New Albion Wind Farm,GBR0004513,,14.4,52.4502,-0.7554,Wind,John Laing Environmental Assets Group,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
New Barn Farm - Burnley,GBR0004685,,4.5,53.7732,-2.3034,Wind,Mrs J E Haseldon of New Barn Farm,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
New Holland,GBR0003321,,1,58.9133,-2.8689,Wind,Windflow UK,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
New Kaine,GBR1000029,,1.8748,,,Solar,Anesco,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
New Mains Of Guynd Farm,GBR0004844,,10,56.574,-2.7091,Solar,BWE Partnership,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
New Mains of Guynd,GBR1000084,,3.98784,,,Solar,Cubico Sustainable Investments Limited,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
New Rendy Farm,GBR0001750,,4.8,51.0074,-3.2012,Solar,TGC Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
New Row Farm,GBR0002133,,3.9,51.2042,-2.5281,Solar,Lightsource Renewable Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
New Stone House,GBR0002045,,12.5,51.868,-1.1824,Solar,INRG Solar,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Newlands Farm (East Devon),GBR0001468,,5,50.7726,-2.951,Solar,TGC Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Newlands Farm Solar - resubmission,GBR0001362,,20.5,50.8313,-1.1961,Solar,SUNSAVE 10 (FAREHAM) LTD 14 HIGH CROSS TRURO CORNWALL TR1 2AJ/ Vogt Solar,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Newlands Farm Solar Park,GBR1000085,,4.99928,,,Solar,Cubico Sustainable Investments Limited,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Newlincs EfW,GBR0000850,,3.2,53.6019,-0.1638,Waste,Newlincs Developments,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Newnham Estate,GBR0002225,,14,50.4085,-4.0295,Solar,Solstice Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Newport (Began Road),GBR0005866,,4.9,51.5508,-3.1003,Solar,Eco Energy World,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Newry Biomass Phase 1 (Gasification),GBR0000023,,2,54.2175,-6.3367,Biomass,REACT Energy (Kedco),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Newstead and Annesley Wind Turbine ,GBR0004917,,1.5,53.0753,-1.2178,Wind,Redpath Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Newthorpe Wind Turbine,GBR0003793,,2.5,52.9988,-1.2979,Wind,Severn Trent Water,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Newton Down,GBR0003904,,5,51.5022,-3.669,Wind,Renewable Energy Partnerships Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Newton Downs Farm,GBR0005451,,5,50.3264,-4.0303,Solar,Core Aries (Renewable Energy),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Newton Ferrers,GBR1000030,,19.501,,,Solar,Anesco,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Newton Ferrers solar park,GBR0002125,,19.5,50.4741,-4.3163,Solar,Gruene Energien,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Newton Margate,GBR0005079,,1.5,50.4709,-4.6998,Solar,Tulip Meats,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Newton Marsh Wind Project,GBR0003827,,4.6,53.5093,0.009,Wind,TCI Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
